release_num,release_name,release_year,musician_name,musician_instruments
ECM 1670,"Paul Bley, Gary Peacock, Paul Motian - Not Two, Not One  ",1999,Gary Peacock,bass
ECM 1670,"Paul Bley, Gary Peacock, Paul Motian - Not Two, Not One  ",1999,Paul Motian,drums
ECM 1671/72 NS,Zelenka - Trio Sonatas  ,1999,Heinz Holliger,oboe
ECM 1671/72 NS,Zelenka - Trio Sonatas  ,1999,Maurice Bourgue,oboe
ECM 1671/72 NS,Zelenka - Trio Sonatas  ,1999,Klaus Thunemann,bassoon
ECM 1671/72 NS,Zelenka - Trio Sonatas  ,1999,Thomas Zehetmair,violin
ECM 1671/72 NS,Zelenka - Trio Sonatas  ,1999,Klaus Stoll,contrabass
ECM 1671/72 NS,Zelenka - Trio Sonatas  ,1999,Christiane Jaccottet,harpsichord
ECM 1671/72 NS,Zelenka - Trio Sonatas  ,1999,Jonathan Rubin,lute
ECM 1671/72 NS,Zelenka - Trio Sonatas  ,1999,Jan Dismas Zelenka,composer
ECM 1673 NS,"Erkki-Sven Tuur - Flux -- David Geringas, Radio-Symphonieorchester Wien, Dennis Russell Davies  ",1999,David Geringas,cello
ECM 1673 NS,"Erkki-Sven Tuur - Flux -- David Geringas, Radio-Symphonieorchester Wien, Dennis Russell Davies  ",1999,Dennis Russell Davies,conductor
ECM 1673 NS,"Erkki-Sven Tuur - Flux -- David Geringas, Radio-Symphonieorchester Wien, Dennis Russell Davies  ",1999,Radio-Symphonieorchester Wien,conductor
ECM 1673 NS,"Erkki-Sven Tuur - Flux -- David Geringas, Radio-Symphonieorchester Wien, Dennis Russell Davies  ",1999,Erkki-Sven Tuur,composer
ECM 1674,Charles Lloyd - Voice In The Night  ,1999,Charles Lloyd,tenor sax
ECM 1674,Charles Lloyd - Voice In The Night  ,1999,John Abercrombie,guitar
ECM 1674,Charles Lloyd - Voice In The Night  ,1999,Dave Holland,double bass
ECM 1674,Charles Lloyd - Voice In The Night  ,1999,Billy Higgins,drums
ECM 1674,Charles Lloyd - Voice In The Night  ,1999,Billy Higgins,percussion
ECM 1675,"Keith Jarrett - The Melody At Night, With You  ",1999,Keith Jarrett,piano
ECM 1676/77 NS,"Andras Schiff, Peter Serkin - Music For Two Pianos -- Mozart / Reger / Busoni  ",1999,Peter Serkin,piano
ECM 1676/77 NS,"Andras Schiff, Peter Serkin - Music For Two Pianos -- Mozart / Reger / Busoni  ",1999,Andras Schiff,piano
ECM 1676/77 NS,"Andras Schiff, Peter Serkin - Music For Two Pianos -- Mozart / Reger / Busoni  ",1999,Wolfgang Amadeus Mozart,composer
ECM 1678,"Joe Maneri, Barre Phillips, Mat Maneri - Tales Of Rohnlief  ",1999,Joe Maneri,alto
ECM 1678,"Joe Maneri, Barre Phillips, Mat Maneri - Tales Of Rohnlief  ",1999,Joe Maneri,tenor sax
ECM 1678,"Joe Maneri, Barre Phillips, Mat Maneri - Tales Of Rohnlief  ",1999,Joe Maneri,clarinet
ECM 1678,"Joe Maneri, Barre Phillips, Mat Maneri - Tales Of Rohnlief  ",1999,Joe Maneri,piano
ECM 1678,"Joe Maneri, Barre Phillips, Mat Maneri - Tales Of Rohnlief  ",1999,Joe Maneri,voice
ECM 1678,"Joe Maneri, Barre Phillips, Mat Maneri - Tales Of Rohnlief  ",1999,Mat Maneri,electric 6-string violin
ECM 1678,"Joe Maneri, Barre Phillips, Mat Maneri - Tales Of Rohnlief  ",1999,Mat Maneri,baritone violin
ECM 1678,"Joe Maneri, Barre Phillips, Mat Maneri - Tales Of Rohnlief  ",1999,Barre Phillips,double bass
ECM 1679 NS,Alexei Lubimov - Messe Noire -- Stravinsky / Shostakovich / Prokofiev / Scriabin  ,2005,Alexei Lubimov,piano
ECM 1679 NS,Alexei Lubimov - Messe Noire -- Stravinsky / Shostakovich / Prokofiev / Scriabin  ,2005,Igor Stravinsky,composer
ECM 1680,Tomasz Stanko - From The Green Hill  ,1999,Tomasz Stanko,trumpet
ECM 1680,Tomasz Stanko - From The Green Hill  ,1999,John Surman,baritone sax
ECM 1680,Tomasz Stanko - From The Green Hill  ,1999,John Surman,bass clarinet
ECM 1680,Tomasz Stanko - From The Green Hill  ,1999,Dino Saluzzi,bandoneon
ECM 1680,Tomasz Stanko - From The Green Hill  ,1999,Michelle Makarski,violin
ECM 1680,Tomasz Stanko - From The Green Hill  ,1999,Anders Jormin,double bass
ECM 1680,Tomasz Stanko - From The Green Hill  ,1999,Jon Christensen,drums
ECM 1681 NS,Paul Giger - Ignis  ,2000,Paul Giger,violin
ECM 1681 NS,Paul Giger - Ignis  ,2000,Paul Giger,violino d'amore
ECM 1681 NS,Paul Giger - Ignis  ,2000,Paul Giger,composer
ECM 1681 NS,Paul Giger - Ignis  ,2000,Paul Giger,arranger
ECM 1681 NS,Paul Giger - Ignis  ,2000,Marius Ungureanu,viola
ECM 1681 NS,Paul Giger - Ignis  ,2000,Beat Schneider,cello
ECM 1681 NS,Paul Giger - Ignis  ,2000,,composer
ECM 1682 NS,"Franz Schubert - Sonate B-Dur, D 960 -- Valery Afanassiev  ",1998,Valery Afanassiev,piano
ECM 1682 NS,"Franz Schubert - Sonate B-Dur, D 960 -- Valery Afanassiev  ",1998,Franz Schubert,composer
ECM 1683,John Abercrombie - Open Land  ,1999,Kenny Wheeler,trumpet
ECM 1683,John Abercrombie - Open Land  ,1999,Kenny Wheeler,flugelhorn
ECM 1683,John Abercrombie - Open Land  ,1999,Joe Lovano,tenor sax
ECM 1683,John Abercrombie - Open Land  ,1999,Mark Feldman,violin
ECM 1683,John Abercrombie - Open Land  ,1999,Dan Wall,organ
ECM 1683,John Abercrombie - Open Land  ,1999,John Abercrombie,guitar
ECM 1683,John Abercrombie - Open Land  ,1999,Adam Nussbaum,drums
ECM 1684,"Ketil Bjornstad, David Darling - Epigraphs  ",2000,David Darling,cello
ECM 1684,"Ketil Bjornstad, David Darling - Epigraphs  ",2000,Ketil Bjornstad,piano
ECM 1685/86,Jan Garbarek - Rites  ,1998,Jan Garbarek,soprano
ECM 1685/86,Jan Garbarek - Rites  ,1998,Jan Garbarek,tenor sax
ECM 1685/86,Jan Garbarek - Rites  ,1998,Jan Garbarek,synthesizer
ECM 1685/86,Jan Garbarek - Rites  ,1998,Jan Garbarek,sampler
ECM 1685/86,Jan Garbarek - Rites  ,1998,Jan Garbarek,percussion
ECM 1685/86,Jan Garbarek - Rites  ,1998,Rainer Bruninghaus,piano
ECM 1685/86,Jan Garbarek - Rites  ,1998,Rainer Bruninghaus,keyboards
ECM 1685/86,Jan Garbarek - Rites  ,1998,Eberhard Weber,bass
ECM 1685/86,Jan Garbarek - Rites  ,1998,Marilyn Mazur,drums
ECM 1685/86,Jan Garbarek - Rites  ,1998,Marilyn Mazur,percussion
ECM 1685/86,Jan Garbarek - Rites  ,1998,Jansug Kakhidze,conductor
ECM 1685/86,Jan Garbarek - Rites  ,1998,Tbilisi Symphony Orchestra,conductor
ECM 1685/86,Jan Garbarek - Rites  ,1998,Tbilisi Symphony Orchestra,vocals
ECM 1685/86,Jan Garbarek - Rites  ,1998,Bugge Wesseltoft,additional synthesizer
ECM 1685/86,Jan Garbarek - Rites  ,1998,Bugge Wesseltoft,electronic effects
ECM 1685/86,Jan Garbarek - Rites  ,1998,Bugge Wesseltoft,accordion
ECM 1685/86,Jan Garbarek - Rites  ,1998,Torstein Grythe,conductor
ECM 1685/86,Jan Garbarek - Rites  ,1998,Boys From The Choir Solvguttene,conductor
ECM 1687 NS,"Veljo Tormis - Litany To Thunder -- Estonian Philharmonic Chamber Choir, Tonu Kaljuste  ",1999,Tonu Kaljuste,conductor
ECM 1687 NS,"Veljo Tormis - Litany To Thunder -- Estonian Philharmonic Chamber Choir, Tonu Kaljuste  ",1999,Estonian Philharmonic Chamber Choir,conductor
ECM 1687 NS,"Veljo Tormis - Litany To Thunder -- Estonian Philharmonic Chamber Choir, Tonu Kaljuste  ",1999,Veljo Tormis,composer
ECM 1688 NS,Heiner Goebbels - Surrogate Cities  ,2000,David Moss,Jocelyn B. Smith
ECM 1688 NS,Heiner Goebbels - Surrogate Cities  ,2000,David Moss,vocals
ECM 1688 NS,Heiner Goebbels - Surrogate Cities  ,2000,Hugo Hamilton,words
ECM 1688 NS,Heiner Goebbels - Surrogate Cities  ,2000,Heiner Muller,words
ECM 1688 NS,Heiner Goebbels - Surrogate Cities  ,2000,Paul Auster,words
ECM 1688 NS,Heiner Goebbels - Surrogate Cities  ,2000,Peter Rundel,conductor
ECM 1688 NS,Heiner Goebbels - Surrogate Cities  ,2000,Junge Deutsche Philharmonie,conductor
ECM 1688 NS,Heiner Goebbels - Surrogate Cities  ,2000,Heiner Goebbels,composer
ECM 1689,not used,NA,NA,NA
ECM 1690,"Per Gudmundson, Ale Moller, Lena Willemark - Frifot  ",1999,Per Gudmundson,fiddle
ECM 1690,"Per Gudmundson, Ale Moller, Lena Willemark - Frifot  ",1999,Per Gudmundson,octave fiddle
ECM 1690,"Per Gudmundson, Ale Moller, Lena Willemark - Frifot  ",1999,Per Gudmundson,Swedish bagpipes
ECM 1690,"Per Gudmundson, Ale Moller, Lena Willemark - Frifot  ",1999,Per Gudmundson,vocals
ECM 1690,"Per Gudmundson, Ale Moller, Lena Willemark - Frifot  ",1999,Ale Moller,mandola
ECM 1690,"Per Gudmundson, Ale Moller, Lena Willemark - Frifot  ",1999,Ale Moller,natural flute
ECM 1690,"Per Gudmundson, Ale Moller, Lena Willemark - Frifot  ",1999,Ale Moller,hammered dulcimer
ECM 1690,"Per Gudmundson, Ale Moller, Lena Willemark - Frifot  ",1999,Ale Moller,folk harp
ECM 1690,"Per Gudmundson, Ale Moller, Lena Willemark - Frifot  ",1999,Ale Moller,shawm
ECM 1690,"Per Gudmundson, Ale Moller, Lena Willemark - Frifot  ",1999,Ale Moller,vocals
ECM 1690,"Per Gudmundson, Ale Moller, Lena Willemark - Frifot  ",1999,Lena Willemark,vocals
ECM 1690,"Per Gudmundson, Ale Moller, Lena Willemark - Frifot  ",1999,Lena Willemark,fiddle
ECM 1690,"Per Gudmundson, Ale Moller, Lena Willemark - Frifot  ",1999,Lena Willemark,octave fiddle
ECM 1690,"Per Gudmundson, Ale Moller, Lena Willemark - Frifot  ",1999,Lena Willemark,wooden flute
ECM 1691,Kenny Wheeler - A Long Time Ago  ,1999,Kenny Wheeler,flugelhorn
ECM 1691,Kenny Wheeler - A Long Time Ago  ,1999,John Taylor,piano
ECM 1691,Kenny Wheeler - A Long Time Ago  ,1999,John Parricelli,guitar
ECM 1691,Kenny Wheeler - A Long Time Ago  ,1999,Ian Hamer,trumpet
ECM 1691,Kenny Wheeler - A Long Time Ago  ,1999,Henry Lowther,trumpet
ECM 1691,Kenny Wheeler - A Long Time Ago  ,1999,Derek Watkins,trumpet
ECM 1691,Kenny Wheeler - A Long Time Ago  ,1999,John Barclay,trumpet
ECM 1691,Kenny Wheeler - A Long Time Ago  ,1999,Richard Edwards,trombone
ECM 1691,Kenny Wheeler - A Long Time Ago  ,1999,Mark Nightingale,trombone
ECM 1691,Kenny Wheeler - A Long Time Ago  ,1999,Pete Beachill,trombone
ECM 1691,Kenny Wheeler - A Long Time Ago  ,1999,Sarah Williams,bass trombone
ECM 1691,Kenny Wheeler - A Long Time Ago  ,1999,Dave Stewart,bass trombone
ECM 1691,Kenny Wheeler - A Long Time Ago  ,1999,Tony Faulkner,conductor
ECM 1692 NS,Eleni Karaindrou - Eternity And A Day  ,1998,Vangelis Skouras,French horn
ECM 1692 NS,Eleni Karaindrou - Eternity And A Day  ,1998,Vangelis Christopoulos,oboe
ECM 1692 NS,Eleni Karaindrou - Eternity And A Day  ,1998,Spyros Kazianis,bassoon
ECM 1692 NS,Eleni Karaindrou - Eternity And A Day  ,1998,Manthos Halkias,clarinet
ECM 1692 NS,Eleni Karaindrou - Eternity And A Day  ,1998,Nikos Guinos,clarinet
ECM 1692 NS,Eleni Karaindrou - Eternity And A Day  ,1998,Iraklis Vavatsikas,accordion
ECM 1692 NS,Eleni Karaindrou - Eternity And A Day  ,1998,Eleni Karaindrou,piano
ECM 1692 NS,Eleni Karaindrou - Eternity And A Day  ,1998,Aris Dimitriadis,mandolin
ECM 1692 NS,Eleni Karaindrou - Eternity And A Day  ,1998,String Orchestra: La Camerata,Athens
ECM 1692 NS,Eleni Karaindrou - Eternity And A Day  ,1998,Loukas Karytinos,director
ECM 1692 NS,Eleni Karaindrou - Eternity And A Day  ,1998,String Orchestra: La Camerata,director
ECM 1692 NS,Eleni Karaindrou - Eternity And A Day  ,1998,Eleni Karaindrou,music
ECM 1693,Evan Parker Electro-Acoustic Ensemble - Drawn Inward  ,1999,Evan Parker,tenor
ECM 1693,Evan Parker Electro-Acoustic Ensemble - Drawn Inward  ,1999,Evan Parker,soprano sax
ECM 1693,Evan Parker Electro-Acoustic Ensemble - Drawn Inward  ,1999,Evan Parker,khene
ECM 1693,Evan Parker Electro-Acoustic Ensemble - Drawn Inward  ,1999,Philipp Wachsmann,violin
ECM 1693,Evan Parker Electro-Acoustic Ensemble - Drawn Inward  ,1999,Philipp Wachsmann,viola
ECM 1693,Evan Parker Electro-Acoustic Ensemble - Drawn Inward  ,1999,Philipp Wachsmann,live electronics
ECM 1693,Evan Parker Electro-Acoustic Ensemble - Drawn Inward  ,1999,Philipp Wachsmann,sound processing
ECM 1693,Evan Parker Electro-Acoustic Ensemble - Drawn Inward  ,1999,Walter Prati,live electronics
ECM 1693,Evan Parker Electro-Acoustic Ensemble - Drawn Inward  ,1999,Marco Vecchi,live electronics
ECM 1693,Evan Parker Electro-Acoustic Ensemble - Drawn Inward  ,1999,Lawrence Casserley,live electronics
ECM 1693,Evan Parker Electro-Acoustic Ensemble - Drawn Inward  ,1999,Lawrence Casserley,sound processing
ECM 1693,Evan Parker Electro-Acoustic Ensemble - Drawn Inward  ,1999,Barry Guy,double bass
ECM 1693,Evan Parker Electro-Acoustic Ensemble - Drawn Inward  ,1999,Paul Lytton,percussion
ECM 1693,Evan Parker Electro-Acoustic Ensemble - Drawn Inward  ,1999,Paul Lytton,live electronics
ECM 1694 NS,"Peter Ruzicka - String Quartets -- Arditti Quartet, Dietrich Fischer-Dieskau  ",1999,Graeme Jennings,violin
ECM 1694 NS,"Peter Ruzicka - String Quartets -- Arditti Quartet, Dietrich Fischer-Dieskau  ",1999,Arditti Quartet: Irvine Arditti,violin
ECM 1694 NS,"Peter Ruzicka - String Quartets -- Arditti Quartet, Dietrich Fischer-Dieskau  ",1999,Garth Knox,viola
ECM 1694 NS,"Peter Ruzicka - String Quartets -- Arditti Quartet, Dietrich Fischer-Dieskau  ",1999,Rohan De Saram,cello
ECM 1694 NS,"Peter Ruzicka - String Quartets -- Arditti Quartet, Dietrich Fischer-Dieskau  ",1999,Peter Handke,poems
ECM 1694 NS,"Peter Ruzicka - String Quartets -- Arditti Quartet, Dietrich Fischer-Dieskau  ",1999,Hugo Von Hofmannsthal,poems
ECM 1694 NS,"Peter Ruzicka - String Quartets -- Arditti Quartet, Dietrich Fischer-Dieskau  ",1999,Dieter Schnebel,poems
ECM 1694 NS,"Peter Ruzicka - String Quartets -- Arditti Quartet, Dietrich Fischer-Dieskau  ",1999,Paul Valery,poems
ECM 1694 NS,"Peter Ruzicka - String Quartets -- Arditti Quartet, Dietrich Fischer-Dieskau  ",1999,Paul Celan,poems
ECM 1694 NS,"Peter Ruzicka - String Quartets -- Arditti Quartet, Dietrich Fischer-Dieskau  ",1999,Dietrich Fischer-Dieskau,speaker
ECM 1694 NS,"Peter Ruzicka - String Quartets -- Arditti Quartet, Dietrich Fischer-Dieskau  ",1999,Peter Ruzicka,composer
ECM 1695 NS,"Patrick Demenga, Thomas Demenga - Lux Aeterna  ",2000,Thomas Demenga,cello
ECM 1695 NS,"Patrick Demenga, Thomas Demenga - Lux Aeterna  ",2000,Patrick Demenga,cello
ECM 1695 NS,"Patrick Demenga, Thomas Demenga - Lux Aeterna  ",2000,Alexander Knaifel,composer
ECM 1696 NS,John Cage - The Seasons  ,2000,Margaret Leng Tan,prepared piano
ECM 1696 NS,John Cage - The Seasons  ,2000,Margaret Leng Tan,toy piano
ECM 1696 NS,John Cage - The Seasons  ,2000,Dennis Russell Davies,conductor
ECM 1696 NS,John Cage - The Seasons  ,2000,American Composers Orchestra,conductor
ECM 1696 NS,John Cage - The Seasons  ,2000,John Cage,composer
ECM 1697 NS,John Dowland - In Darkness Let Me Dwell -- John Potter  ,1999,John Potter,tenor
ECM 1697 NS,John Dowland - In Darkness Let Me Dwell -- John Potter  ,1999,John Surman,soprano sax
ECM 1697 NS,John Dowland - In Darkness Let Me Dwell -- John Potter  ,1999,John Surman,bass clarinet
ECM 1697 NS,John Dowland - In Darkness Let Me Dwell -- John Potter  ,1999,Maya Homburger,Baroque violin
ECM 1697 NS,John Dowland - In Darkness Let Me Dwell -- John Potter  ,1999,Stephen Stubbs,lute
ECM 1697 NS,John Dowland - In Darkness Let Me Dwell -- John Potter  ,1999,Barry Guy,double bass
ECM 1697 NS,John Dowland - In Darkness Let Me Dwell -- John Potter  ,1999,John Dowland,composer
ECM 1698,Dave Holland Quintet - Prime Directive  ,1999,Robin Eubanks,trombone
ECM 1698,Dave Holland Quintet - Prime Directive  ,1999,Robin Eubanks,cowbell
ECM 1698,Dave Holland Quintet - Prime Directive  ,1999,Chris Potter,soprano
ECM 1698,Dave Holland Quintet - Prime Directive  ,1999,Chris Potter,alto
ECM 1698,Dave Holland Quintet - Prime Directive  ,1999,Chris Potter,tenor sax
ECM 1698,Dave Holland Quintet - Prime Directive  ,1999,Steve Nelson,vibes
ECM 1698,Dave Holland Quintet - Prime Directive  ,1999,Steve Nelson,marimba
ECM 1698,Dave Holland Quintet - Prime Directive  ,1999,Dave Holland,double bass
ECM 1698,Dave Holland Quintet - Prime Directive  ,1999,Billy Kilson,drums
ECM 1699 NS,"Franz Schubert - Fantasie C-Dur Fur Klavier / Fantasie C-Dur Fur Violine Und Klavier -- Andras Schiff, Yuuko Shiokawa  ",2000,Andras Schiff,piano
ECM 1699 NS,"Franz Schubert - Fantasie C-Dur Fur Klavier / Fantasie C-Dur Fur Violine Und Klavier -- Andras Schiff, Yuuko Shiokawa  ",2000,Franz Schubert,composer
ECM 1700/01 NS,"Jan Garbarek, The Hilliard Ensemble - Mnemosyne  ",1999,Jan Garbarek,sax
ECM 1700/01 NS,"Jan Garbarek, The Hilliard Ensemble - Mnemosyne  ",1999,The Hilliard Ensemble: David James,countertenor
ECM 1700/01 NS,"Jan Garbarek, The Hilliard Ensemble - Mnemosyne  ",1999,John Potter,tenor
ECM 1700/01 NS,"Jan Garbarek, The Hilliard Ensemble - Mnemosyne  ",1999,Rogers Covey-Crump,tenor
ECM 1700/01 NS,"Jan Garbarek, The Hilliard Ensemble - Mnemosyne  ",1999,Gordon Jones,baritone
ECM 1702,John Surman - Coruscating  ,2000,John Surman,soprano
ECM 1702,John Surman - Coruscating  ,2000,John Surman,baritone sax
ECM 1702,John Surman - Coruscating  ,2000,John Surman,bass
ECM 1702,John Surman - Coruscating  ,2000,John Surman,contrabass clarinet
ECM 1702,John Surman - Coruscating  ,2000,Chris Laurence,double bass
ECM 1702,John Surman - Coruscating  ,2000,Keith Pascoe,violin
ECM 1702,John Surman - Coruscating  ,2000,Trans4mation: Rita Manning,violin
ECM 1702,John Surman - Coruscating  ,2000,Bill Hawkes,viola
ECM 1702,John Surman - Coruscating  ,2000,Nick Cooper,cello
ECM 1703,"Gianluigi Trovesi, Gianni Coscia - In Cerca Di Cibo  ",2000,Gianluigi Trovesi,piccolo clarinet
ECM 1703,"Gianluigi Trovesi, Gianni Coscia - In Cerca Di Cibo  ",2000,Gianluigi Trovesi,alto
ECM 1703,"Gianluigi Trovesi, Gianni Coscia - In Cerca Di Cibo  ",2000,Gianluigi Trovesi,bass clarinet
ECM 1703,"Gianluigi Trovesi, Gianni Coscia - In Cerca Di Cibo  ",2000,Gianni Coscia,accordion
ECM 1704,"Markus Stockhausen, Arild Andersen, Patrice Heral, Terje Rypdal - Karta  ",2000,Markus Stockhausen,trumpet
ECM 1704,"Markus Stockhausen, Arild Andersen, Patrice Heral, Terje Rypdal - Karta  ",2000,Markus Stockhausen,piccolo trumpet
ECM 1704,"Markus Stockhausen, Arild Andersen, Patrice Heral, Terje Rypdal - Karta  ",2000,Markus Stockhausen,flugelhorn
ECM 1704,"Markus Stockhausen, Arild Andersen, Patrice Heral, Terje Rypdal - Karta  ",2000,Terje Rypdal,electric guitar
ECM 1704,"Markus Stockhausen, Arild Andersen, Patrice Heral, Terje Rypdal - Karta  ",2000,Arild Andersen,double bass
ECM 1704,"Markus Stockhausen, Arild Andersen, Patrice Heral, Terje Rypdal - Karta  ",2000,Patrice Heral,drums
ECM 1704,"Markus Stockhausen, Arild Andersen, Patrice Heral, Terje Rypdal - Karta  ",2000,Patrice Heral,percussion
ECM 1704,"Markus Stockhausen, Arild Andersen, Patrice Heral, Terje Rypdal - Karta  ",2000,Patrice Heral,live electronics
ECM 1705,Louis Sclavis Quintet - L'Affrontement Des Pretendants  ,2001,Jean-Luc Cappozzo,trumpet
ECM 1705,Louis Sclavis Quintet - L'Affrontement Des Pretendants  ,2001,Louis Sclavis,clarinet
ECM 1705,Louis Sclavis Quintet - L'Affrontement Des Pretendants  ,2001,Louis Sclavis,bass clarinet
ECM 1705,Louis Sclavis Quintet - L'Affrontement Des Pretendants  ,2001,Louis Sclavis,soprano sax
ECM 1705,Louis Sclavis Quintet - L'Affrontement Des Pretendants  ,2001,Vincent Courtois,cello
ECM 1705,Louis Sclavis Quintet - L'Affrontement Des Pretendants  ,2001,Bruno Chevillon,double bass
ECM 1705,Louis Sclavis Quintet - L'Affrontement Des Pretendants  ,2001,Francois Merville,drums
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Sabine Azema,voices
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Juliette Binoche,voices
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Paul Celan,voices
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Alain Cuny,voices
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Serge Daney,voices
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Julie Delpy,voices
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Jean-Luc Godard,voices
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Jean-Pierre Gos,voices
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Alfred Hitchcock,voices
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Andre Malraux,voices
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Anne-Marie Mieville,voices
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Genevieve Pasquier,voices
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Ezra Pound,voices
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,David Warrilow,voices
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Berangere Allaux,voices
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Bela Bartok,Anita O'Day
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Ludwig Van Beethoven,Anita O'Day
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Georges Bizet,Anita O'Day
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Ketil Bjornstad,Anita O'Day
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Roberto Cocciante,Anita O'Day
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Leonard Cohen,Anita O'Day
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,John Coltrane,Anita O'Day
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,David Darling,Anita O'Day
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Carlo Gesualdo,Anita O'Day
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Bernard Herrmann,Anita O'Day
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Paul Hindemith,Anita O'Day
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Heinz Holliger,Anita O'Day
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Arthur Honegger,Anita O'Day
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Paco Ibanez,Anita O'Day
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Keith Jarrett,Anita O'Day
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Giya Kancheli,Anita O'Day
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Franz Liszt,Anita O'Day
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Gustav Mahler,Anita O'Day
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Meredith Monk,Anita O'Day
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Johann Sebastian Bach,Anita O'Day
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Arvo Part,music
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Giacomo Puccini,music
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Camille Saint-Saens,music
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Dino Saluzzi,music
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Franz Schubert,music
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Robert Schumann,music
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Dmitri Shostakovich,music
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Igor Stravinsky,music
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Anton Webern,music
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Johann Sebastian Bach,music
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Jean-Luc Godard,film director
ECM 1706-10 NS,Jean-Luc Godard - Histoire(s) Du Cinema  ,1999,Jean-Luc Godard,narrator
ECM 1711 NS,"Kim Kashkashian - Bela Bartok / Peter Eotvos / Gyorgy Kurtag -- Netherlands Radio Chamber Orchestra, Peter Eotvos  ",2000,Kim Kashkashian,viola
ECM 1711 NS,"Kim Kashkashian - Bela Bartok / Peter Eotvos / Gyorgy Kurtag -- Netherlands Radio Chamber Orchestra, Peter Eotvos  ",2000,Peter Eotvos,conductor
ECM 1711 NS,"Kim Kashkashian - Bela Bartok / Peter Eotvos / Gyorgy Kurtag -- Netherlands Radio Chamber Orchestra, Peter Eotvos  ",2000,Netherlands Radio Chamber Orchestra,conductor
ECM 1711 NS,"Kim Kashkashian - Bela Bartok / Peter Eotvos / Gyorgy Kurtag -- Netherlands Radio Chamber Orchestra, Peter Eotvos  ",2000,Bela Bartok,composer
